target_name,target_type,source_id,source_type,title,url_or_path,language,date,source_tier,tags,notes
Hay,consulting_company,web_001,web,Korn Ferry completes acquisition of Hay Group,https://ir.kornferry.com/news-events/press-releases/detail/454/korn-ferry-completes-acquisition-of-hay-group,en,2015-12-01,official_article,"history;organization;people strategy",official acquisition completion
Hay,consulting_company,web_002,web,Korn Ferry agreement to acquire Hay Group,https://ir.kornferry.com/news-events/press-releases/detail/463/korn-ferry-enters-into-definitive-agreement-to-acquire-hay-group,en,2015-09-24,official_article,"history;people strategy;organization",official acquisition announcement
Hay,consulting_company,web_003,web,Government explanation of Hay Guide Chart Profile Method,https://www.gov.nl.ca/exec/tbs/what-is-the-korn-ferry-hay-group-guide-chart-profile-method-of-job-evaluation/,en,2026-05-31,third_party_analysis,"job evaluation;pay equity;Hay Method",government public explanation
Hay,consulting_company,web_004,web,Korn Ferry Hay Guide Chart training,https://www.kornferry.com/capabilities/leadership-professional-development/training-certification/korn-ferry-hay-guide-chart,en,2026-05-31,official_article,"job evaluation;training;reward",official training page
Hay,consulting_company,web_005,web,Korn Ferry Work and Career Architecture,https://www.kornferry.com/capabilities/organization-strategy/work-architecture,en,2026-05-31,official_article,"work architecture;career architecture;pay equity",official service page
Hay,consulting_company,web_006,web,Korn Ferry Pay,https://www.kornferry.com/capabilities/intelligence-cloud-hr-platform/korn-ferry-pay,en,2026-05-31,official_video,"pay;job evaluation;transcript;total rewards",official page with video transcript
Hay,consulting_company,web_007,web,Leadership Styles and Organizational Climate,https://www.kornferry.com/capabilities/leadership-professional-development/training-certification/leadership-styles-and-climate,en,2026-05-31,official_article,"leadership styles;climate;assessment",official certification page
Hay,consulting_company,web_008,web,Leadership Styles and Climate ecommerce reference card,https://store.kornferry.com/en/product/e1a1144b-1849-4b28-a8ec-e0667ff1abc2,en,2026-05-31,official_article,"leadership styles;climate;ILS",official store reference
Hay,consulting_company,web_009,web,ESCI technical manual PDF,https://www.kornferry.com/content/dam/kornferry/docs/article-migration/ESCI_Technical_Manual_nav_04052017.pdf,en,2017-04-05,official_report,"ESCI;emotional intelligence;leadership;climate",official PDF manual
Hay,consulting_company,web_010,web,Simon Fraser University Hay Method,https://www.sfu.ca/human-resources/compensation-job-evaluation/job-evaluation/hay-method.html,en,2026-05-31,academic,"job evaluation;Hay Method;university",university public explanation
Hay,consulting_company,web_011,web,Derbyshire Korn Ferry Hay scheme,https://staff.derbyshire.gov.uk/jobs-and-recruitment/job-evaluation/korn-ferry-hay-scheme/korn-ferry-hay-scheme.aspx,en,2026-05-31,third_party_analysis,"job evaluation;public sector;Hay scheme",public sector application
Hay,consulting_company,web_012,web,HBR Leadership That Gets Results,https://hbr.org/2000/03/leadership-that-gets-results,en,2000-03-01,third_party_analysis,"Hay McBer;leadership styles;climate",classic leadership styles article
Hay,consulting_company,web_013,web,Korn Ferry 2016 annual report Hay Group,https://ir.kornferry.com/sec-filings/all-sec-filings/content/0001193125-16-634657/d194822d10k.htm,en,2016-06-28,official_report,"history;Hay Group;organization performance",official SEC filing
Hay,consulting_company,web_014,web,Korn Ferry Insights,https://www.kornferry.com/insights,en,2026-05-31,official_article,"latest;insights;timeline",official insights hub
Hay,consulting_company,transcript_001,transcript,Korn Ferry Pay video transcript,https://www.kornferry.com/capabilities/intelligence-cloud-hr-platform/korn-ferry-pay,en,2026-05-31,official_video,"video transcript;pay;job evaluation;job architecture",official product video transcript
Hay,consulting_company,transcript_002,transcript,Korn Ferry Intelligence Cloud transcript,https://www.kornferry.com/capabilities/intelligence-cloud-hr-platform,en,2026-05-31,official_video,"video transcript;success profiles;talent;skills",official platform video transcript
Hay,consulting_company,transcript_003,transcript,Korn Ferry Assess transcript,https://www.kornferry.com/capabilities/intelligence-cloud-hr-platform/korn-ferry-assess/assessment-analytics,en,2026-05-31,official_video,"video transcript;assessment;potential;development",official assessment video transcript
Hay,consulting_company,transcript_004,transcript,A New Era of Micromanagement transcript,https://www.kornferry.com/insights/briefings-magazine/briefings-leadership-podcast/ep17-a-new-era-of-micromanagement,en,2026-05-31,public_interview,"podcast transcript;leadership;climate;autonomy",official podcast transcript
Hay,consulting_company,transcript_005,transcript,Top-Down Leadership Back in Vogue transcript,https://www.kornferry.com/insights/briefings-magazine/briefings-leadership-podcast/ep45-top-down-leadership-back-in-vogue,en,2026-05-31,public_interview,"podcast transcript;leadership style;trust",official podcast transcript
Hay,consulting_company,transcript_006,transcript,A Jolt of Uncertainty transcript,https://www.kornferry.com/insights/briefings-magazine/briefings-leadership-podcast/ep46-a-jolt-of-uncertainty,en,2026-05-31,public_interview,"podcast transcript;uncertainty;adaptive leadership",official podcast transcript
Hay,consulting_company,transcript_007,transcript,Leadership style and organizational climate YouTube transcript,https://www.youtube.com/watch?v=pdQBrr6cm3U,en,2026-05-31,official_video,"youtube transcript;Hay Group;leadership styles;organizational climate;leadership effectiveness audit",yt-dlp captured English subtitles from public Hay/Korn Ferry related video
Hay,consulting_company,transcript_008,transcript,The Mind Meld Leading the Human + AI Era Vimeo transcript,https://vimeo.com/1130230936,en,2026-05-31,official_video,"vimeo transcript;Korn Ferry;AI leadership;future work",yt-dlp captured English subtitles from public Vimeo video
Hay,consulting_company,transcript_009,transcript,The Great Resignation employee experience Vimeo transcript,https://vimeo.com/678206960,en,2026-05-31,official_video,"vimeo transcript;Korn Ferry;employee experience;retention;rewards",yt-dlp captured English subtitles from public Vimeo webinar
