target_name,target_type,source_id,source_type,title,url_or_path,language,date,source_tier,tags,notes
McKinsey,consulting_company,manual_001,manual,Replace with your first source,,zh,,user_provided,organization;talent,Delete or replace this example row.
McKinsey,consulting_company,src_0001,web,McKinsey People & Organizational Performance,https://www.mckinsey.com/capabilities/people-and-organizational-performance/overview,en,,official,known_official;official_methodology,"Official McKinsey capability page for people, organization, talent, leadership, and performance."
McKinsey,consulting_company,src_0002,web,McKinsey People & Organizational Performance Insights,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights,en,,official,known_official;official_methodology,Official McKinsey insights page for people and organizational performance.
McKinsey,consulting_company,src_0003,web,McKinsey Organization Design,https://www.mckinsey.com/capabilities/people-and-organizational-performance/how-we-help-clients/organization-design,en,,official,known_official;official_methodology,Official McKinsey page on organization design.
McKinsey,consulting_company,src_0004,web,McKinsey Talent,https://www.mckinsey.com/capabilities/people-and-organizational-performance/how-we-help-clients/talent,en,,official,known_official;official_methodology,Official McKinsey page on talent strategy and talent management.
McKinsey,consulting_company,src_0005,web,McKinsey Leadership,https://www.mckinsey.com/capabilities/people-and-organizational-performance/how-we-help-clients/leadership,en,,official,known_official;official_methodology,Official McKinsey page on leadership development.
McKinsey,consulting_company,src_0006,web,McKinsey People Analytics,https://www.mckinsey.com/capabilities/people-and-organizational-performance/how-we-help-clients/people-analytics,en,,official,known_official;tool_template,Official McKinsey page on people analytics.
McKinsey,consulting_company,src_0007,web,McKinsey Change Management,https://www.mckinsey.com/capabilities/people-and-organizational-performance/how-we-help-clients/change-management,en,,official,known_official;case_practice,Official McKinsey page on change management and transformations.
McKinsey,consulting_company,src_0008,video,McKinsey's Vik Malhotra Shares Leadership Lessons & Consulting Career Advice,https://www.youtube.com/watch?v=NLt2sitBN-0,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
McKinsey,consulting_company,src_0009,video,Future of Work Conversations with McKinsey and Company's Chief People Officer Katy George,https://www.youtube.com/watch?v=fKszWoXHDNw,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
McKinsey,consulting_company,src_0010,video,McKinsey Chief People Officer Katy George Talks About Diversity in Recruitment Practices,https://www.youtube.com/watch?v=olNqY6HKKGY,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
McKinsey,consulting_company,src_0011,video,McKinsey HR Case Interview Example,https://www.youtube.com/watch?v=avQ0ISHcdMY,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
McKinsey,consulting_company,src_0012,video,Katy George - McKinsey & Co. Chief People Officer - Career Club Live - Part 2,https://www.youtube.com/watch?v=2jQJkSri_5o,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
McKinsey,consulting_company,src_0013,web,A new operating model for people management | McKinsey,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/a-new-operating-model-for-people-management-more-personal-more-tech-more-human,en,,official,source_card;official_methodology,"To get the most from employees, organizations need a more strategic, collaborative, and data-driven approach to people management. Here's how to make it happen."
McKinsey,consulting_company,src_0014,pdf,PDF HR's new operating model - McKinsey & Company,https://www.mckinsey.com/~/media/mckinsey/business%20functions/people%20and%20organizational%20performance/our%20insights/hrs%20new%20operating%20%20model/hrs-new-operating-model.pdf,en,,official,source_card;official_methodology,"The way in which organizations manage people used to be relatively straightforward. For more than two decades, multinational companies generally adopted a combination of HR business partners, centers of excellence, and shared service centers, adjusting these three elements to fit each organization's unique nature and needs."
McKinsey,consulting_company,src_0015,pdf,PDF Performance through people - mckinsey.org,https://www.mckinsey.org/~/media/mckinsey/mckinsey%20global%20institute/our%20research/performance%20through%20people%20transforming%20human%20capital%20into%20competitive%20advantage/mgi-performance-through-people-full-report-vf.pdf,en,,official,source_card;official_methodology,"About McKinsey's People & Organizational Performance Practice McKinsey's People & Organizational Performance Practice equips people and organizations to unleash sustained performance . In a time of significant change in the workplace, companies need the ability to transform again and again, with success relying on their most critical resource: their people . From the employee value ..."
McKinsey,consulting_company,src_0016,web,HR on the Move: Unveiling New Models for a Dynamic Landscape ... - LinkedIn,https://www.linkedin.com/pulse/hr-move-unveiling-new-models-dynamic-landscape-based-mckinsey-s-sopvc,en,,third_party,source_card;official_methodology,A recent groundbreaking study by McKinsey & Company's People & Organizational Performance practice sheds light on this evolution.
McKinsey,consulting_company,src_0017,web,McKinsey on Organization | People & Organizational Performance ...,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/mckinsey-on-organization,en,,official,source_card;official_methodology,"Agility and organization design Agility and organization design Download our guide to designing effective, nimble organizations ."
McKinsey,consulting_company,src_0018,web,"People, Strategie, Talente | McKinsey",https://www.mckinsey.de/publikationen/2023-02-03-performance-through-people,en,2023,official,source_card;official_methodology,A dual focus on developing people and managing them well gives a select group of companies a long-term performance edge.
McKinsey,consulting_company,src_0019,web,Global management consulting | McKinsey & Company,https://www.mckinsey.com/,en,,official,source_card;official_methodology,"McKinsey partners with leaders on strategy, innovating to net zero, leading with tech, and building capabilities for a sustainable, inclusive, growing future."
McKinsey,consulting_company,src_0020,video,"HR Trends 2025-2030. The Future of Work, Artificial Intelligence, Trends from Deloitte and McKinsey",https://www.youtube.com/watch?v=RkF2NbI25Bc,en,2025,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
